Organism,ToL ID,INSDC ID,Common Name,Current status,External references
Eupithecia centaureata,"ilEupCent1, ilEupCent2",PRJEB52800,Lime-speck Pug,Annotation Complete,https://goat.genomehubs.org/records?record_id=934844&result=taxon&taxonomy=ncbi#Eupithecia centaureata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupithecia-centaureata;https://wellcomeopenresearch.org/articles/8-132/v1
Bombus pratorum,"iyBomPrat2, iyBomPrat1",PRJEB48112,Early Bumblebee,Annotation Complete,https://goat.genomehubs.org/records?record_id=30194&result=taxon&taxonomy=ncbi#Bombus pratorum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Bombus-pratorum;https://wellcomeopenresearch.org/articles/8-143/v1
Bombus pascuorum,"iyBomPasc2, iyBomPasc3, iyBomPasc4, iyBomPasc5, iyBomPasc1, iyBomPasc6",PRJEB43529,Common Carder Bee,Annotation Complete,https://goat.genomehubs.org/records?record_id=65598&result=taxon&taxonomy=ncbi#Bombus pascuorum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Bombus-pascuorum;https://wellcomeopenresearch.org/articles/8-142/v1
Nephrotoma flavescens,"idNepFlae2, idNepFlae1",PRJEB50868,Tiger Cranefly,Annotation Complete,https://goat.genomehubs.org/records?record_id=2719080&result=taxon&taxonomy=ncbi#Nephrotoma flavescens;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nephrotoma-flavescens;https://wellcomeopenresearch.org/articles/8-148/v1
Phragmatobia fuliginosa,ilPhrFuli1,PRJEB50728,ruby tiger moth,Annotation Complete,https://goat.genomehubs.org/records?record_id=214311&result=taxon&taxonomy=ncbi#Phragmatobia fuliginosa;https://tolqc.cog.sanger.ac.uk/darwin/insects/Phragmatobia-fuliginosa;https://wellcomeopenresearch.org/articles/8-124/v1
Sesia bembeciformis,"ilSesBemb1, ilSesBemb2",PRJEB52658,Lunar Hornet Moth,Annotation Complete,https://goat.genomehubs.org/records?record_id=287197&result=taxon&taxonomy=ncbi#Sesia bembeciformis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Sesia-bembeciformis;https://wellcomeopenresearch.org/articles/8-109/v1
Xylota sylvarum,"idXylSylv1, idXylSylv2",PRJEB42933,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=374264&result=taxon&taxonomy=ncbi#Xylota sylvarum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Xylota-sylvarum;https://wellcomeopenresearch.org/articles/8-134/v1
Apotomis turbidana,ilApoTurb1,PRJEB42081,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=1100916&result=taxon&taxonomy=ncbi#Apotomis turbidana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apotomis-turbidana;https://wellcomeopenresearch.org/articles/8-127/v1
Eupithecia abbreviata,"ilEupAbbr1, ilEupAbbr2, ilEupAbbr3",PRJEB52574,Brindled Pug,Annotation Complete,https://goat.genomehubs.org/records?record_id=934840&result=taxon&taxonomy=ncbi#Eupithecia abbreviata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupithecia-abbreviata;https://wellcomeopenresearch.org/articles/8-140/v1
Leucozona laternaria,idLeuLate1,PRJEB49343,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=323312&result=taxon&taxonomy=ncbi#Leucozona laternaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Leucozona-laternaria;https://wellcomeopenresearch.org/articles/8-10/v1
Lysandra coridon,"ilLysCori2, ilLysCori1",PRJEB42939,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=268709&result=taxon&taxonomy=ncbi#Lysandra coridon;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lysandra-coridon;https://wellcomeopenresearch.org/articles/8-162/v1
Agriopis marginaria,"ilAgrMarg2, ilAgrMarg1",PRJEB50715,dotted border,Annotation Complete,https://goat.genomehubs.org/records?record_id=190331&result=taxon&taxonomy=ncbi#Agriopis marginaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Agriopis-marginaria;https://wellcomeopenresearch.org/articles/8-152/v1
Ochropleura plecta,ilOchPlec1,PRJEB43785,Flame Shoulder,Annotation Complete,https://goat.genomehubs.org/records?record_id=320037&result=taxon&taxonomy=ncbi#Ochropleura plecta;https://tolqc.cog.sanger.ac.uk/darwin/insects/Ochropleura-plecta;
Cydia splendana,"ilCydSple2, ilCydSple1",PRJEB45142,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=1100963&result=taxon&taxonomy=ncbi#Cydia splendana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cydia-splendana;
Andrena haemorrhoa,"iyAndHaem2, iyAndHaem3, iyAndHaem1",PRJEB45143,Orange-tailed Mining Bee,Annotation Complete,https://goat.genomehubs.org/records?record_id=444401&result=taxon&taxonomy=ncbi#Andrena haemorrhoa;https://tolqc.cog.sanger.ac.uk/darwin/insects/Andrena-haemorrhoa;
Chrysolina oricalcia,"icChrOric1, icChrOric2, icChrOric3",PRJEB52652,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=1587174&result=taxon&taxonomy=ncbi#Chrysolina oricalcia;https://tolqc.cog.sanger.ac.uk/darwin/insects/Chrysolina-oricalcia;
Zygaena filipendulae,"ilZygFili3, ilZygFili2, ilZygFili1, ilZygFili4",PRJEB44825,Six-spot Burnet,Annotation Complete,https://goat.genomehubs.org/records?record_id=287375&result=taxon&taxonomy=ncbi#Zygaena filipendulae;https://tolqc.cog.sanger.ac.uk/darwin/insects/Zygaena-filipendulae;https://wellcomeopenresearch.org/articles/7-197/v1
Bembecia ichneumoniformis,ilBemIchn1,PRJEB45110,six-belted clearwing,Annotation Complete,https://goat.genomehubs.org/records?record_id=301037&result=taxon&taxonomy=ncbi#Bembecia ichneumoniformis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Bembecia-ichneumoniformis;
Volucella inflata,"idVolInfl2, idVolInfl1, idVolInfl3",PRJEB49037,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=226149&result=taxon&taxonomy=ncbi#Volucella inflata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Volucella-inflata;
Erannis defoliaria,ilEraDefo1,PRJEB43779,Mottled Umber,Annotation Complete,https://goat.genomehubs.org/records?record_id=104474&result=taxon&taxonomy=ncbi#Erannis defoliaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Erannis-defoliaria;https://wellcomeopenresearch.org/articles/7-208/v1
Noctua pronuba,"ilNocPron2, ilNocPron1",PRJEB43814,large yellow underwing,Annotation Complete,https://goat.genomehubs.org/records?record_id=214277&result=taxon&taxonomy=ncbi#Noctua pronuba;https://tolqc.cog.sanger.ac.uk/darwin/insects/Noctua-pronuba;https://wellcomeopenresearch.org/articles/7-119/v1
Furcula furcula,ilFurFurc1,PRJEB45658,Sallow Kitten,Annotation Complete,https://goat.genomehubs.org/records?record_id=987943&result=taxon&taxonomy=ncbi#Furcula furcula;https://tolqc.cog.sanger.ac.uk/darwin/insects/Furcula-furcula;https://wellcomeopenresearch.org/articles/7-229/v1
Campaea margaritaria,ilCamMarg1,PRJEB45169,Light Emerald,Annotation Complete,https://goat.genomehubs.org/records?record_id=934813&result=taxon&taxonomy=ncbi#Campaea margaritaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Campaea-margaritaria;
Patella pellucida,"xgPatPell2, xgPatPell3, xgPatPell4, xgPatPell5, xgPatPell6, xgPatPell7, xgPatPell8, xgPatPell9, xgPatPell10, xgPatPell11, xgPatPell12, xgPatPell13, xgPatPell14, xgPatPell15, xgPatPell16, xgPatPell17, xgPatPell18, xgPatPell19, xgPatPell1",PRJEB45150,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=88005&result=taxon&taxonomy=ncbi#Patella pellucida;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Patella-pellucida;https://wellcomeopenresearch.org/articles/7-126/v1
Tinea trinotella,ilTinTrin1,PRJEB42944,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=1594354&result=taxon&taxonomy=ncbi#Tinea trinotella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Tinea-trinotella;https://wellcomeopenresearch.org/articles/7-124/v1
Thecophora atra,"idTheAtra2, idTheAtra3, idTheAtra1",PRJEB51030,-,Annotation Complete,https://goat.genomehubs.org/records?record_id=1219171&result=taxon&taxonomy=ncbi#Thecophora atra;https://tolqc.cog.sanger.ac.uk/darwin/insects/Thecophora-atra;
Dolichovespula sylvestris,iyDolSylv1,PRJEB46839,Tree Wasp,Annotation Complete,https://goat.genomehubs.org/records?record_id=85444&result=taxon&taxonomy=ncbi#Dolichovespula sylvestris;https://tolqc.cog.sanger.ac.uk/darwin/insects/Dolichovespula-sylvestris;https://wellcomeopenresearch.org/articles/7-113/v1
Notodonta ziczac,ilNotZicz1,PRJEB46832,Pebble Prominent,Annotation Complete,https://goat.genomehubs.org/records?record_id=988002&result=taxon&taxonomy=ncbi#Notodonta ziczac;https://tolqc.cog.sanger.ac.uk/darwin/insects/Notodonta-ziczac;https://wellcomeopenresearch.org/articles/7-111/v1
Gari tellinella,"xbGarTell1, xbGarTell2",PRJEB48044,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2589376&result=taxon&taxonomy=ncbi#Gari tellinella;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Gari-tellinella;https://wellcomeopenresearch.org/articles/7-116/v1
Apamea epomidion,"ilApaEpom1, ilApaEpom2",PRJEB55886,Clouded Brindle,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987880&result=taxon&taxonomy=ncbi#Apamea epomidion;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apamea-epomidion;
Spisula solida,"xbSpiSoli1, xbSpiSoli2, xbSpiSoli3, xbSpiSoli4",PRJEB56103,Thick Trough Shell,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=31201&result=taxon&taxonomy=ncbi#Spisula solida;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Spisula-solida;
Mercurialis annua,"ddMerAnnu1, ddMerAnnu2",PRJEB50969,Annual Mercury,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=3986&result=taxon&taxonomy=ncbi#Mercurialis annua;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Mercurialis-annua;
Dasysyrphus albostriatus,idDasAlbo1,PRJEB54800,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=414801&result=taxon&taxonomy=ncbi#Dasysyrphus albostriatus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Dasysyrphus-albostriatus;
Phorcus lineatus,"xgPhoLine2, xgPhoLine1",PRJEB48392,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1620919&result=taxon&taxonomy=ncbi#Phorcus lineatus;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Phorcus-lineatus;
Diadumene lineata,"jaDiaLine1, jaDiaLine2, jaDiaLine3, jaDiaLine4, jaDiaLine5, jaDiaLine7, jaDiaLine6",PRJEB46842,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1789172&result=taxon&taxonomy=ncbi#Diadumene lineata;https://tolqc.cog.sanger.ac.uk/darwin/jellyfish/Diadumene-lineata;https://wellcomeopenresearch.org/articles/7-93/v1
Rhaphigaster nebulosa,ihRhaNebu1,PRJEB57885,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=51622&result=taxon&taxonomy=ncbi#Rhaphigaster nebulosa;https://tolqc.cog.sanger.ac.uk/darwin/insects/Rhaphigaster-nebulosa;
Gandaritis pyraliata,ilGanPyra1,PRJEB56797,Barred Straw,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934938&result=taxon&taxonomy=ncbi#Gandaritis pyraliata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Gandaritis-pyraliata;
Cheilosia soror,"idCheSoro2, idCheSoro1, idCheSoro3, idCheSoro4",PRJEB55941,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=368781&result=taxon&taxonomy=ncbi#Cheilosia soror;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cheilosia-soror;
Campoletis raptor,iyCamRapt1,PRJEB56061,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Campoletis-raptor;
Lomographa bimaculata,ilLomBima1,PRJEB58084,white-pinioned spotted,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=393326&result=taxon&taxonomy=ncbi#Lomographa bimaculata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lomographa-bimaculata;
Agonopterix arenella,ilAgoAren1,PRJEB47541,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1594222&result=taxon&taxonomy=ncbi#Agonopterix arenella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Agonopterix-arenella;
Laetiporus sulphureus,gfLaeSulp1,PRJEB47305,Chicken Of The Woods,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=5630&result=taxon&taxonomy=ncbi#Laetiporus sulphureus;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Laetiporus-sulphureus;https://wellcomeopenresearch.org/articles/7-83/v1
Acanthosoma haemorrhoidale,ihAcaHaem1,PRJEB47307,Hawthorn Shieldbug,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=483950&result=taxon&taxonomy=ncbi#Acanthosoma haemorrhoidale;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acanthosoma-haemorrhoidale;https://wellcomeopenresearch.org/articles/7-178/v1
Euzophera pinguis,"ilEuzPing2, ilEuzPing1",PRJEB56484,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1366396&result=taxon&taxonomy=ncbi#Euzophera pinguis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Euzophera-pinguis;
Athrips mouffetella,"ilAthMouf1, ilAthMouf2",PRJEB55447,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1101086&result=taxon&taxonomy=ncbi#Athrips mouffetella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Athrips-mouffetella;
Caradrina kadenii,ilCarKade1,PRJEB55744,Clancy's Rustic,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987896&result=taxon&taxonomy=ncbi#Caradrina kadenii;https://tolqc.cog.sanger.ac.uk/darwin/insects/Caradrina-kadenii;
Hemithea aestivaria,"ilHemAest2, ilHemAest1",PRJEB56490,Common Emerald,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=572857&result=taxon&taxonomy=ncbi#Hemithea aestivaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Hemithea-aestivaria;
Ecliptopera silaceata,"ilEclSila2, ilEclSila3, ilEclSila1",PRJEB50714,Small Phoenix,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=104457&result=taxon&taxonomy=ncbi#Ecliptopera silaceata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Ecliptopera-silaceata;
Agonopterix subpropinquella,ilAgoSubp1,PRJEB47461,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1857958&result=taxon&taxonomy=ncbi#Agonopterix subpropinquella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Agonopterix-subpropinquella;
Mucor piriformis,gzMucPiri1,PRJEB52584,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=105697&result=taxon&taxonomy=ncbi#Mucor piriformis;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Mucor-piriformis;
Polygonum aviculare,dcPolAvic1,PRJEB47299,Knotgrass,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=137693&result=taxon&taxonomy=ncbi#Polygonum aviculare;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Polygonum-aviculare;
Leistus spinibarbis,icLeiSpin1,PRJEB50871,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=878056&result=taxon&taxonomy=ncbi#Leistus spinibarbis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Leistus-spinibarbis;
Agaricus bisporus,gfAgaBisp1,PRJEB52214,Cultivated Mushroom,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=5341&result=taxon&taxonomy=ncbi#Agaricus bisporus;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Agaricus-bisporus;
Ischnura elegans,"ioIscEleg3, ioIscEleg2, ioIscEleg1",PRJEB46264,Blue-tailed Damselfly,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=197161&result=taxon&taxonomy=ncbi#Ischnura elegans;https://tolqc.cog.sanger.ac.uk/darwin/insects/Ischnura-elegans;https://wellcomeopenresearch.org/articles/7-66/v1
Thuidium tamariscinum,"cbThuTama6, cbThuTama2, cbThuTama3",PRJEB47850,Common Tamarisk-moss,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=67428&result=taxon&taxonomy=ncbi#Thuidium tamariscinum;https://tolqc.cog.sanger.ac.uk/darwin/non-vascular-plants/Thuidium-tamariscinum;
Epistrophella euchroma,idEpiEuco1,PRJEB54060,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=414814&result=taxon&taxonomy=ncbi#Epistrophella euchroma;https://tolqc.cog.sanger.ac.uk/darwin/insects/Epistrophella-euchroma;
Eupithecia exiguata,ilEupExig1,PRJEB55722,Mottled Pug,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934847&result=taxon&taxonomy=ncbi#Eupithecia exiguata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupithecia-exiguata;
Epinotia demarniana,"ilEpiDema1, ilEpiDema2",PRJEB54048,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1594294&result=taxon&taxonomy=ncbi#Epinotia demarniana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Epinotia-demarniana;
Apodemus sylvaticus,"mApoSyl1, mApoSyl2",PRJEB53555,European woodmouse,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=10129&result=taxon&taxonomy=ncbi#Apodemus sylvaticus;https://tolqc.cog.sanger.ac.uk/darwin/mammals/Apodemus-sylvaticus;
Eudemis profundana,ilEudProf1,PRJEB56063,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1100989&result=taxon&taxonomy=ncbi#Eudemis profundana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eudemis-profundana;
Coleophora flavipennella,"ilColFlav1, ilColFlav2",PRJEB56047,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1100951&result=taxon&taxonomy=ncbi#Coleophora flavipennella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Coleophora-flavipennella;
Lypha dubia,idLypDubi1,PRJEB55024,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1776473&result=taxon&taxonomy=ncbi#Lypha dubia;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lypha-dubia;
Yponomeuta cagnagella,"ilYpoCagn1, ilYpoCagn2",PRJEB56260,Spindle Ermine,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2567736&result=taxon&taxonomy=ncbi#Yponomeuta cagnagella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Yponomeuta-cagnagella;
Epinotia ramella,"ilEpiRame1, ilEpiRame2, ilEpiRame3, ilEpiRame4",PRJEB55601,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1594296&result=taxon&taxonomy=ncbi#Epinotia ramella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Epinotia-ramella;
Orthosia gracilis,ilOrtGrac1,PRJEB56736,Powdered Quaker,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=997542&result=taxon&taxonomy=ncbi#Orthosia gracilis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Orthosia-gracilis;
Anticlea derivata,ilAntDeri1,PRJEB55882,Streamer,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934824&result=taxon&taxonomy=ncbi#Anticlea derivata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Anticlea-derivata;
Apocheima hispidaria,ilApoHisp1,PRJEB57897,Small Brindled Beauty,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=722657&result=taxon&taxonomy=ncbi#Apocheima hispidaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apocheima-hispidaria;
Potentilla anserina,drPotAnse1,PRJEB46834,Silverweed,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=57926&result=taxon&taxonomy=ncbi#Potentilla anserina;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Potentilla-anserina;
Luzula sylvatica,"lpLuzSylv2, lpLuzSylv3, lpLuzSylv4, lpLuzSylv5, lpLuzSylv6, lpLuzSylv7, lpLuzSylv8, lpLuzSylv9, lpLuzSylv1",PRJEB50862,Great Wood-rush,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=59018&result=taxon&taxonomy=ncbi#Luzula sylvatica;https://tolqc.cog.sanger.ac.uk/darwin/monocots/Luzula-sylvatica;
Hemistola chrysoprasaria,ilHemChry1,PRJEB55572,Small Emerald,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934942&result=taxon&taxonomy=ncbi#Hemistola chrysoprasaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Hemistola-chrysoprasaria;
Cheilosia impressa,"idCheImpr1, idCheImpr2, idCheImpr3",PRJEB58421,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=273439&result=taxon&taxonomy=ncbi#Cheilosia impressa;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cheilosia-impressa;
Orthosia incerta,"ilOrtInce1, ilOrtInce2",PRJEB57305,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Orthosia-incerta;
Thalpophila matura,ilThaMatu1,PRJEB58080,Straw Underwing,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987451&result=taxon&taxonomy=ncbi#Thalpophila matura;https://tolqc.cog.sanger.ac.uk/darwin/insects/Thalpophila-matura;
Archips xylosteana,"ilArcXylo1, ilArcXylo2",PRJEB56129,Variegated Golden Tortrix,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1100919&result=taxon&taxonomy=ncbi#Archips xylosteana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Archips-xylosteana;
Medicago arabica,drMedArab1,PRJEB47303,Spotted Medick,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=70936&result=taxon&taxonomy=ncbi#Medicago arabica;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Medicago-arabica;
Buxus sempervirens,drBuxSemp1,PRJEB53559,Box,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=4002&result=taxon&taxonomy=ncbi#Buxus sempervirens;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Buxus-sempervirens;
Cladonia squamosa,"glClaSqua1, glClaSqua2, glClaSqua3, glClaSqua4, glClaSqua5, glClaSqua6, glClaSqua7, glClaSqua8, glClaSqua9, glClaSqua10, glClaSqua11, glClaSqua12, glClaSqua13, glClaSqua14, glClaSqua15, glClaSqua16, glClaSqua17, glClaSqua18, glClaSqua19, glClaSqua20",PRJEB53490,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=174074&result=taxon&taxonomy=ncbi#Cladonia squamosa;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Cladonia-squamosa;
Accipiter gentilis,bAccGen1,PRJEB48390,Northern goshawk,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=8957&result=taxon&taxonomy=ncbi#Accipiter gentilis;https://tolqc.cog.sanger.ac.uk/darwin/birds/Accipiter-gentilis;https://wellcomeopenresearch.org/articles/7-122/v1
Meconema thalassinum,iqMecThal1,PRJEB48393,Oak Bush-cricket,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=494438&result=taxon&taxonomy=ncbi#Meconema thalassinum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Meconema-thalassinum;
Megachile willughbiella,"iyMegWill1, iyMegWill2",PRJEB53557,Willughby's leaf-cutter bee,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=481575&result=taxon&taxonomy=ncbi#Megachile willughbiella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Megachile-willughbiella;
Chamaenerion angustifolium,drChaAngu1,PRJEB47392,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=13055&result=taxon&taxonomy=ncbi#Chamaenerion angustifolium;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Chamaenerion-angustifolium;
Ailanthus altissima,drAilAlti1,PRJEB47391,Tree-of-heaven,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/dicots/Ailanthus-altissima;
Shargacucullia verbasci,"ilShaVerb1, ilShaVerb2, ilShaVerb3, ilShaVerb4, ilShaVerb5",PRJEB56252,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987469&result=taxon&taxonomy=ncbi#Shargacucullia verbasci;https://tolqc.cog.sanger.ac.uk/darwin/insects/Shargacucullia-verbasci;
Thera obeliscata,"ilTheObel2, ilTheObel1, ilTheObel3",PRJEB56051,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Thera-obeliscata;
Pyralis farinalis,ilPyrFari1,PRJEB55732,Meal Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=687122&result=taxon&taxonomy=ncbi#Pyralis farinalis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Pyralis-farinalis;
Ascidia mentula,kaAscMent1,PRJEB56131,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=38561&result=taxon&taxonomy=ncbi#Ascidia mentula;https://tolqc.cog.sanger.ac.uk/darwin/chordates/Ascidia-mentula;
Gonocerus acuteangulatus,ihGonAcut1,PRJEB53927,Box Bug,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1545138&result=taxon&taxonomy=ncbi#Gonocerus acuteangulatus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Gonocerus-acuteangulatus;
Malus domestica,"drMalDome1, drMalDome2, drMalDome3, drMalDome4, drMalDome7, drMalDome8, drMalDome9, drMalDome6, drMalDome12, drMalDome13, drMalDome14, drMalDome15, drMalDome16, drMalDome17, drMalDome18, drMalDome19, drMalDome20, drMalDome21, drMalDome22, drMalDome23, drMalDome24, drMalDome25, drMalDome26, drMalDome27, drMalDome28, drMalDome29, drMalDome30, drMalDome31, drMalDome32, drMalDome33, drMalDome34, drMalDome35, drMalDome36, drMalDome37, drMalDome38, drMalDome39, drMalDome40, drMalDome41, drMalDome42, drMalDome43, drMalDome44, drMalDome45, drMalDome46, drMalDome47, drMalDome48, drMalDome49, drMalDome50, drMalDome51, drMalDome52, drMalDome53, drMalDome54, drMalDome55, drMalDome56, drMalDome57, drMalDome10, drMalDome5, drMalDome11, drMalDome58",PRJEB47301,apple,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=3750&result=taxon&taxonomy=ncbi#Malus domestica;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Malus-domestica;https://wellcomeopenresearch.s3.amazonaws.com/manuscripts/20676/a88cd183-60b6-48e4-9e06-6b7b60d064af_18646%20-%20Tree%20of%20Life%20Team%20Sanger.html
Apotomis capreana,ilApoCapr1,PRJEB56801,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=989741&result=taxon&taxonomy=ncbi#Apotomis capreana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apotomis-capreana;
Nemurella pictetii,"ipNemPict1, ipNemPict2",PRJEB47464,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=143722&result=taxon&taxonomy=ncbi#Nemurella pictetii;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nemurella-pictetii;https://wellcomeopenresearch.org/articles/7-56/v2
Chesias legatella,ilCheLega1,PRJEB55724,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Chesias-legatella;
