reference	reference_length	protid	sequence.length	TM_v_query	organism.scientificName	organism.commonName	organism.lineage	proportion_of_reference
P04080	98	A0A7L1GJV6	77	0.9892	Indicator maculatus	spotted honeyguide	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Piciformes', 'Indicatoridae', 'Indicator']	0.7857142857142857
P04080	98	A0A7L1HZC2	77	0.9821	Nycticryphes semicollaris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Rostratulidae', 'Nycticryphes']	0.7857142857142857
P04080	98	A0A7L1J358	98	0.9818	Smutsornis africanus	Double-banded courser	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Glareolidae', 'Rhinoptilus']	1
P04080	98	A0A7L1J6N3	80	0.9845	Smutsornis africanus	Double-banded courser	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Glareolidae', 'Rhinoptilus']	0.8163265306122449
P04080	98	A0A7L1JVJ3	77	0.9895	Rynchops niger	Black skimmer	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Laridae', 'Rynchops']	0.7857142857142857
P04080	98	A0A7L1JVN9	77	0.9826	Rynchops niger	Black skimmer	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Laridae', 'Rynchops']	0.7857142857142857
P04080	98	A0A7L1LP44	77	0.9784	Himantopus himantopus	Black-winged stilt	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Recurvirostridae', 'Himantopus']	0.7857142857142857
P04080	98	A0A7L1M7I5	77	0.9675	Bombycilla garrulus	Bohemian waxwing	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Bombycillidae', 'Bombycilla']	0.7857142857142857
P04080	98	A0A7L1M7P1	76	0.9889	Bombycilla garrulus	Bohemian waxwing	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Bombycillidae', 'Bombycilla']	0.7755102040816326
P04080	98	A0A7L1NGR9	98	0.9851	Rhinopomastus cyanomelas	Common scimitarbill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Upupiformes', 'Rhinopomastidae', 'Rhinopomastus']	1
P04080	98	A0A7L1NJW4	77	0.9832	Rhinopomastus cyanomelas	Common scimitarbill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Upupiformes', 'Rhinopomastidae', 'Rhinopomastus']	0.7857142857142857
P04080	98	A0A7L1PHD9	77	0.9876	Oriolus oriolus	Eurasian golden oriole	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Oriolus']	0.7857142857142857
P04080	98	A0A7L1QPH2	77	0.976	Cisticola juncidis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Cisticolidae', 'Cisticola']	0.7857142857142857
P04080	98	A0A7L1SDI1	77	0.9656	Locustella ochotensis	Middendorff's grasshopper-warbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Locustellidae', 'Locustella']	0.7857142857142857
P04080	98	A0A7L1TEL6	77	0.9858	Aramus guarauna	Limpkin	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Aramidae', 'Aramus']	0.7857142857142857
P04080	98	A0A7L1THC8	98	0.9781	Aramus guarauna	Limpkin	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Aramidae', 'Aramus']	1
P04080	98	A0A7L1U5K5	76	0.9868	Phainopepla nitens	Phainopepla	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Bombycillidae', 'Phainopepla']	0.7755102040816326
P04080	98	A0A7L1U8K4	98	0.9828	Phainopepla nitens	Phainopepla	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Bombycillidae', 'Phainopepla']	1
P04080	98	A0A7L1UZ95	77	0.9671	Sitta europaea	Eurasian nuthatch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sittidae', 'Sitta']	0.7857142857142857
P04080	98	A0A7L1W3E7	77	0.9627	Certhia brachydactyla	short-toed tree-creeper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Certhiidae', 'Certhiinae', 'Certhia']	0.7857142857142857
P04080	98	A0A7L1X6T1	77	0.9786	Thinocorus orbignyianus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Thinocoridae', 'Thinocorus']	0.7857142857142857
P04080	98	A0A7L1X7M6	77	0.988	Thinocorus orbignyianus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Thinocoridae', 'Thinocorus']	0.7857142857142857
P04080	98	A0A7L1YWW4	77	0.9756	Scytalopus superciliaris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Rhinocryptidae', 'Scytalopus']	0.7857142857142857
P04080	98	A0A7L1Z207	77	0.9894	Scytalopus superciliaris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Rhinocryptidae', 'Scytalopus']	0.7857142857142857
P04080	98	A0A7L2A3M7	77	0.9864	Leiothrix lutea	Red-billed leiothrix	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Leiothrichidae', 'Leiothrix']	0.7857142857142857
P04080	98	A0A7L2B0R3	77	0.9738	Heliornis fulica	sungrebe	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Heliornithidae', 'Heliornis']	0.7857142857142857
P04080	98	A0A7L2B392	77	0.9907	Heliornis fulica	sungrebe	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Heliornithidae', 'Heliornis']	0.7857142857142857
P04080	98	A0A7L2DJV2	77	0.9894	Catharus fuscescens	Veery	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Turdidae', 'Catharus']	0.7857142857142857
P04080	98	A0A7L2DXI0	77	0.9863	Anthoscopus minutus	Southern penduline-tit	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Paridae', 'Anthoscopus']	0.7857142857142857
P04080	98	A0A7L2EW70	85	0.9626	Quiscalus mexicanus	Great-tailed grackle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Quiscalus']	0.8673469387755102
P04080	98	A0A7L2GHL2	77	0.9893	Nyctibius grandis	Great potoo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Caprimulgiformes', 'Nyctibiidae', 'Nyctibius']	0.7857142857142857
P04080	98	A0A7L2GHY6	98	0.983	Nyctibius grandis	Great potoo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Caprimulgiformes', 'Nyctibiidae', 'Nyctibius']	1
P04080	98	A0A7L2HG87	98	0.9793	Sagittarius serpentarius	Secretary bird	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Sagittariidae', 'Sagittarius']	1
P04080	98	A0A7L2IMF3	97	0.9028	Semnornis frantzii	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Piciformes', 'Ramphastidae', 'Semnornis']	0.9897959183673469
P04080	98	A0A7L2IUP2	77	0.99	Semnornis frantzii	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Piciformes', 'Ramphastidae', 'Semnornis']	0.7857142857142857
P04080	98	A0A7L2J9P4	77	0.9632	Cinclus mexicanus	American dipper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Cinclidae', 'Cinclus']	0.7857142857142857
P04080	98	A0A7L2KA98	77	0.9674	Zosterops hypoxanthus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Zosteropidae', 'Zosterops']	0.7857142857142857
P04080	98	A0A7L2LP80	77	0.9598	Hippolais icterina	icterine warbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Sylviidae', 'Acrocephalinae', 'Hippolais']	0.7857142857142857
P04080	98	A0A7L2PDI7	77	0.9597	Pycnonotus jocosus	Red-whiskered bulbul	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Pycnonotidae', 'Pycnonotus']	0.7857142857142857
P04080	98	A0A7L2PSV4	77	0.9611	Hypocryptadius cinnamomeus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Zosteropidae', 'Hypocryptadius']	0.7857142857142857
P04080	98	A0A7L2PVL2	77	0.9756	Hypocryptadius cinnamomeus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Zosteropidae', 'Hypocryptadius']	0.7857142857142857
P04080	98	A0A7L2QZ44	98	0.9812	Oxylabes madagascariensis	white-throated Oxylabes	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Oxylabes']	1
P04080	98	A0A7L2SKK4	77	0.9704	Mystacornis crossleyi	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Mystacornis']	0.7857142857142857
P04080	98	A0A7L2SL12	77	0.9875	Mystacornis crossleyi	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Mystacornis']	0.7857142857142857
P04080	98	A0A7L2TS44	77	0.9851	Pomatostomus ruficeps	Chestnut-crowned babbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Pomatostomus']	0.7857142857142857
P04080	98	A0A7L2UKF3	77	0.9777	Balaeniceps rex	Shoebill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Balaenicipitidae', 'Balaeniceps']	0.7857142857142857
P04080	98	A0A7L2ULZ5	77	0.9902	Balaeniceps rex	Shoebill	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Balaenicipitidae', 'Balaeniceps']	0.7857142857142857
P04080	98	A0A7L2VGN6	77	0.9812	Brachypteracias leptosomus	short-legged ground-roller	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Coraciiformes', 'Brachypteraciidae', 'Brachypteracias']	0.7857142857142857
P04080	98	A0A7L2VIJ7	77	0.9905	Brachypteracias leptosomus	short-legged ground-roller	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Coraciiformes', 'Brachypteraciidae', 'Brachypteracias']	0.7857142857142857
P04080	98	A0A7L2WJE1	77	0.9884	Pandion haliaetus	Osprey	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Pandionidae', 'Pandion']	0.7857142857142857
P04080	98	A0A7L2WKT0	77	0.98	Pandion haliaetus	Osprey	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Pandionidae', 'Pandion']	0.7857142857142857
P04080	98	A0A7L2XMY1	77	0.9851	Erpornis zantholeuca	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Erpornis']	0.7857142857142857
P04080	98	A0A7L2YSM1	77	0.9783	Jacana jacana	Wattled jacana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Jacanidae', 'Jacana']	0.7857142857142857
P04080	98	A0A7L2YUP7	77	0.9895	Jacana jacana	Wattled jacana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Jacanidae', 'Jacana']	0.7857142857142857
P04080	98	A0A7L2ZE61	77	0.9638	Prunella fulvescens	Brown accentor	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Prunella']	0.7857142857142857
P04080	98	A0A7L3B632	77	0.9888	Syrrhaptes paradoxus	Pallas's sandgrouse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Pteroclidae', 'Syrrhaptes']	0.7857142857142857
P04080	98	A0A7L3B870	77	0.979	Syrrhaptes paradoxus	Pallas's sandgrouse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Ciconiiformes', 'Pteroclidae', 'Syrrhaptes']	0.7857142857142857
P04080	98	A0A7L3CI38	77	0.9768	Pelecanoides urinatrix	Common diving petrel	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Pelecanoididae', 'Pelecanoides']	0.7857142857142857
P04080	98	A0A7L3CI57	77	0.9896	Pelecanoides urinatrix	Common diving petrel	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Pelecanoididae', 'Pelecanoides']	0.7857142857142857
P04080	98	A0A7L3ETQ7	98	0.9536	Chaetops frenatus	Rufous rock-jumper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Picathartidae', 'Chaetops']	1
P04080	98	A0A7L3EVJ2	80	0.9768	Chaetops frenatus	Rufous rock-jumper	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Picathartidae', 'Chaetops']	0.8163265306122449
P04080	98	A0A7L3EZY4	77	0.9903	Zapornia atra	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Zapornia']	0.7857142857142857
P04080	98	A0A7L3F1L1	85	0.9755	Zapornia atra	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Rallidae', 'Zapornia']	0.8673469387755102
P04080	98	A0A7L3GTE4	77	0.9899	Anhinga rufa	African darter	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Pelecaniformes', 'Anhingidae', 'Anhinga']	0.7857142857142857
P04080	98	A0A7L3HQ01	77	0.9847	Buphagus erythrorhynchus	red-billed oxpecker	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sturnidae', 'Buphagus']	0.7857142857142857
P04080	98	A0A7L3I6H6	77	0.96	Pardalotus punctatus	spotted pardalote	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Meliphagoidea', 'Pardalotidae', 'Pardalotus']	0.7857142857142857
P04080	98	A0A7L3I9I3	76	0.9887	Pardalotus punctatus	spotted pardalote	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Meliphagoidea', 'Pardalotidae', 'Pardalotus']	0.7755102040816326
P04080	98	A0A7L3J012	77	0.9895	Thalassarche chlororhynchos	Atlantic yellow-nosed albatross	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Diomedeidae', 'Thalassarche']	0.7857142857142857
P04080	98	A0A7L3JLE4	77	0.9783	Thalassarche chlororhynchos	Atlantic yellow-nosed albatross	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Diomedeidae', 'Thalassarche']	0.7857142857142857
P04080	98	A0A7L3LV24	77	0.9618	Turnix velox	Little buttonquail	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Turnicidae', 'Turnix']	0.7857142857142857
